id-clube,nome-clube,id-liga,nome-liga
43861,SUITS POKER 3,128,Suprema Union
444444,Pasa__Net,111,Suprema EU
44173,Smart Gold,128,Suprema Union
44334,PОKERPRIME,111,Suprema EU
45732,KairosClubCommunity,111,Suprema EU
43287,Liga Master SB,128,Suprema Union
46025,UTG PKR,128,Suprema Union
44223,TRAIN,111,Suprema EU
34764,Bel Air VIP,135,Supreme Poker
25598,MGM GRAND™,111,Suprema EU
31095,Bumblebee,135,Supreme Poker
41329,FORRA CASH,106,Suprema
44619,С Б Е Р,111,Suprema EU
606751,Smart Group Red,128,Suprema Union
42060,Party Hat,132,Suprema Asia
44138,Two Milhao,111,Suprema EU
44007,Kings Poker AUS,111,Suprema EU
43899,PRESTIGE,111,Suprema EU
43649,PandaBR.,111,Suprema EU
43355,VIP Entertainment,163,Suprema Costa Rica
43047,LEGION,111,Suprema EU
12560,CherryHills,135,Supreme Poker
19643,FiESTA,111,Suprema EU
34751,Norak City,111,Suprema EU
39057,LIBERTY,111,Suprema EU
26619,Region,111,Suprema EU
35245,OazisKZ,111,Suprema EU
40685,ClubLaRoca007,111,Suprema EU
38916,Labx Poker,135,Supreme Poker
32980,Poker Vzla AG,148,Suprema V
34473,FORBET.POKER,111,Suprema EU
34674,M5Perfomance,111,Suprema EU
19662,KingCrazy Brazil,111,Suprema EU
31439,Brazil KGN,111,Suprema EU
36630,Poker Legends,111,Suprema EU
34008,РЫБХОЗ,111,Suprema EU
19733,BrotherS,111,Suprema EU
25091,STRONG PLAY,111,Suprema EU
24921,Loose Cannon,111,Suprema EU
20660,WAGMI POKER,111,Suprema EU
34001,Замазка,111,Suprema EU
30438,Test Club One,132,Suprema Asia
23182,FRT,111,Suprema EU
19642,Z-Avalanche,111,Suprema EU
23716,OpenEnded,111,Suprema EU
12472,la vida e,111,Suprema EU
25389,paraVoz PS,111,Suprema EU
32034,County Fair,111,Suprema EU
30751,EpicSpace,111,Suprema EU
29746,Neymar Friends,111,Suprema EU
28950,king_poker19,111,Suprema EU
28931,Korean Las-Vegas,111,Suprema EU
27114,Bakss,111,Suprema EU
26015,Туз на Rivere,111,Suprema EU
19650,LUCKY RICH,111,Suprema EU
24439,RIBLSTRIP,111,Suprema EU
24029,ENCE,111,Suprema EU
21479,3-Bet Club,111,Suprema EU
21475,Golden_river,111,Suprema EU
20612,Bacana 1.0,111,Suprema EU
